,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
3403,2,1.0,1.0,1.0,95.0,5,1125,76
4483,4,1.0,1.0,2.0,130.0,3,60,72
1989,2,1.0,1.0,1.0,70.0,2,180,34
4121,4,1.0,1.0,3.0,80.0,3,1000,51
6543,4,1.0,1.0,2.0,60.0,2,1125,0
7917,4,2.0,1.5,3.0,119.0,5,1125,5
5768,2,1.0,1.0,0.0,150.0,2,21,31
7290,6,2.0,2.0,2.0,385.0,5,1125,30
1975,2,1.0,1.0,1.0,60.0,20,1125,0
992,2,1.0,1.0,1.0,60.0,1,1125,2
516,2,1.0,1.0,1.0,76.0,3,30,40
399,4,2.0,1.5,2.0,147.0,5,30,13
4035,4,2.0,2.0,3.0,300.0,3,31,129
6011,8,3.0,1.0,6.0,117.0,4,1125,4
5324,4,1.0,1.0,0.0,110.0,4,30,67
6599,4,1.0,1.0,2.0,100.0,7,1125,0
1879,4,2.0,2.0,2.0,130.0,28,365,254
5276,6,3.0,2.0,3.0,220.0,5,1125,26
123,6,3.0,2.0,3.0,99.0,1,14,4
2750,3,1.0,1.0,1.0,76.0,3,280,12
2997,2,1.0,1.0,1.0,40.0,2,6,64
5374,2,1.0,1.0,1.0,65.0,3,1125,44
5701,2,1.0,1.0,1.0,180.0,3,1125,0
1299,4,1.0,1.0,2.0,110.0,7,21,1
3752,4,2.0,2.0,2.0,180.0,4,1125,19
1682,4,1.0,1.0,2.0,70.0,3,120,60
3789,6,2.0,1.0,3.0,163.0,1,1125,290
7146,4,2.0,1.0,2.0,99.0,2,1125,50
4582,6,4.0,1.0,3.0,100.0,7,1125,2
6786,2,1.0,1.0,1.0,42.0,1,1125,217
6443,4,2.0,1.0,2.0,120.0,4,1125,0
7457,2,1.0,1.0,2.0,95.0,4,365,20
563,2,1.0,1.0,1.0,110.0,3,1125,10
6764,4,1.0,1.0,2.0,108.0,8,1125,0
6552,2,1.0,1.0,1.0,50.0,2,10,27
2241,4,3.0,1.0,3.0,205.0,7,30,7
6115,2,1.0,1.0,1.0,69.0,1,365,280
2168,2,1.0,1.0,1.0,65.0,5,1125,7
4386,2,1.0,1.0,1.0,45.0,2,1125,69
2073,4,1.0,1.0,2.0,130.0,2,1125,45
7284,2,0.0,1.0,1.0,70.0,2,1124,42
625,4,2.0,1.0,2.0,125.0,2,30,11
1783,4,2.0,2.0,3.0,400.0,7,1125,3
6404,4,1.0,1.0,2.0,80.0,1,1125,18
1863,2,1.0,1.0,2.0,46.0,2,7,291
4555,2,2.0,1.0,1.0,45.0,7,14,4
3051,2,1.0,1.0,1.0,50.0,1,13,0
3227,2,2.0,1.0,2.0,65.0,1,1125,0
6462,2,1.0,1.0,1.0,150.0,7,1125,0
6354,3,1.0,1.0,2.0,79.0,2,1125,58
1196,2,0.0,1.0,1.0,35.0,3,6,95
1106,4,1.0,1.0,2.0,100.0,7,14,0
5907,2,0.0,1.0,1.0,60.0,2,1125,86
5286,5,2.0,1.0,3.0,169.0,2,1125,163
7424,2,1.0,1.0,1.0,65.0,7,45,61
3122,4,1.0,1.0,2.0,79.0,3,1125,3
4452,2,1.0,1.0,1.0,60.0,1,15,103
7139,3,0.0,1.0,2.0,110.0,1,1125,9
1062,12,5.0,2.0,10.0,118.0,2,30,28
287,2,1.0,1.0,1.0,50.0,1,730,31
5206,3,0.0,1.0,2.0,100.0,1,1125,0
3951,4,1.0,1.0,1.0,140.0,5,180,12
7983,2,1.0,1.5,1.0,32.0,7,30,4
1887,2,1.0,1.0,1.0,110.0,5,365,36
6107,2,0.0,1.0,1.0,90.0,1,1125,0
7025,2,1.0,0.5,1.0,99.0,1,1125,0
3699,3,0.0,1.0,1.0,118.0,91,1125,2
4194,2,1.0,1.0,1.0,99.0,2,15,58
1472,3,1.0,1.0,1.0,200.0,3,60,1
7521,4,1.0,1.0,2.0,130.0,2,1125,144
3795,2,0.0,1.0,1.0,80.0,30,305,0
5033,3,1.0,1.0,2.0,55.0,6,30,20
912,4,1.0,1.0,3.0,136.0,30,1125,3
972,2,1.0,1.0,1.0,150.0,3,30,85
4619,1,1.0,1.0,0.0,30.0,3,1125,52
4990,4,1.0,1.0,2.0,129.0,2,1125,46
2901,6,2.0,1.5,3.0,200.0,1,1125,179
6415,4,1.0,1.0,2.0,70.0,1,1125,0
7354,2,0.0,1.0,1.0,59.0,3,15,156
7023,4,2.0,1.0,3.0,120.0,3,10,47
1243,2,1.0,1.0,1.0,53.0,2,360,30
7631,2,1.0,1.0,1.0,85.0,6,7,0
1241,2,1.0,1.0,2.0,39.0,4,30,3
6721,3,1.0,1.0,2.0,89.0,4,1125,35
1457,2,1.0,1.0,1.0,50.0,1,1125,14
4705,2,1.0,1.0,1.0,110.0,5,60,43
6528,1,0.0,0.5,1.0,35.0,30,300,7
7553,3,2.0,1.0,2.0,150.0,4,20,4
7681,2,1.0,1.0,1.0,100.0,6,15,22
768,2,0.0,0.5,0.0,40.0,30,305,50
189,3,1.0,1.0,2.0,49.0,6,365,283
4662,2,1.0,1.0,1.0,65.0,2,100,99
3467,2,1.0,1.0,1.0,80.0,3,8,77
346,2,1.0,1.5,0.0,225.0,5,90,22
3262,2,1.0,1.0,2.0,64.0,2,15,1
4961,4,1.0,1.0,2.0,69.0,5,1125,0
5630,2,0.0,1.0,1.0,60.0,7,60,0
2013,2,1.0,1.0,1.0,60.0,3,30,9
7500,2,1.0,1.0,1.0,42.0,2,1125,8
2699,3,1.0,1.0,2.0,85.0,3,21,6
5536,2,1.0,1.0,1.0,75.0,1,1125,0
3970,4,1.0,1.0,2.0,80.0,3,15,0
6702,4,1.0,1.0,2.0,90.0,3,1125,22
6753,4,2.0,1.0,2.0,100.0,7,1125,0
3624,4,2.0,1.0,3.0,65.0,5,19,4
1678,4,0.0,1.0,2.0,100.0,90,181,48
6148,2,0.0,1.0,1.0,68.0,2,1125,30
4707,4,1.0,1.0,2.0,89.0,1,90,58
5664,2,1.0,1.0,1.0,96.0,4,22,0
6595,2,0.0,1.0,1.0,85.0,4,30,47
5749,2,1.0,1.0,1.0,45.0,3,7,15
5754,4,2.0,1.0,3.0,65.0,3,1125,9
1775,2,1.0,1.5,1.0,70.0,1,365,241
2173,2,1.0,1.0,1.0,100.0,365,365,3
3078,3,1.0,1.0,1.0,128.0,91,1125,7
4586,1,0.0,1.0,1.0,59.0,2,1125,42
2754,4,2.0,1.0,2.0,290.0,7,1125,2
6859,3,0.0,1.0,1.0,80.0,3,1125,10
1813,2,1.0,1.0,1.0,70.0,10,15,7
7325,2,1.0,1.0,1.0,160.0,30,305,38
3672,2,1.0,1.0,1.0,90.0,3,20,68
4687,2,1.0,1.0,1.0,49.0,2,1125,3
2259,2,1.0,1.0,1.0,100.0,5,1125,0
7577,3,0.0,1.0,1.0,90.0,3,15,0
1384,4,1.0,1.0,2.0,120.0,5,7,0
3084,6,3.0,2.0,3.0,540.0,3,1125,78
694,3,2.0,2.0,2.0,150.0,6,180,18
2959,3,1.0,1.0,1.0,75.0,4,60,26
2428,2,1.0,1.0,1.0,90.0,1,5,0
2980,2,1.0,1.0,1.0,47.0,2,40,41
7676,5,3.0,2.0,3.0,260.0,2,1125,16
3300,5,1.0,1.0,3.0,105.0,4,330,27
3683,4,3.0,2.0,4.0,400.0,20,1125,3
3585,3,1.0,1.5,1.0,83.0,2,1125,67
3895,4,1.0,1.0,1.0,141.0,3,1125,12
3415,8,2.0,1.0,5.0,175.0,4,60,160
3727,2,1.0,1.5,2.0,85.0,7,1125,0
6677,2,0.0,1.0,1.0,49.0,3,6,0
2810,2,1.0,1.0,1.0,230.0,2,1125,67
4933,2,1.0,1.0,1.0,120.0,2,1125,177
7692,1,1.0,1.0,1.0,85.0,6,1125,59
3856,6,3.0,2.0,3.0,490.0,3,1125,1
2939,7,3.0,1.5,4.0,129.0,3,30,77
6151,4,2.0,2.0,2.0,300.0,1,1125,0
6392,2,0.0,1.0,1.0,32.0,4,35,1
2119,4,2.0,1.0,3.0,100.0,3,1125,62
4678,2,1.0,1.0,2.0,95.0,7,17,0
5477,4,0.0,1.0,1.0,130.0,2,60,103
4426,6,2.0,1.0,4.0,120.0,3,15,8
6724,3,1.0,1.0,2.0,49.0,6,100,1
998,4,1.0,1.0,3.0,114.0,4,30,98
2109,2,1.0,1.0,1.0,78.0,2,33,0
7260,2,1.0,1.0,2.0,40.0,4,16,27
1519,4,1.0,1.0,4.0,90.0,7,60,38
1878,4,2.0,1.0,2.0,150.0,4,365,170
5683,5,3.0,2.0,3.0,140.0,4,1125,0
4531,2,1.0,1.0,1.0,69.0,2,7,4
61,4,2.0,1.0,1.0,70.0,6,15,52
4733,5,2.0,1.0,2.0,120.0,2,15,67
4879,3,1.0,1.0,2.0,30.0,7,1125,0
2298,2,1.0,1.0,1.0,76.0,4,31,16
644,2,1.0,1.0,1.0,50.0,4,50,30
4625,2,1.0,1.0,1.0,60.0,3,31,7
1180,8,3.0,3.0,4.0,340.0,2,1125,233
1764,2,1.0,1.0,1.0,45.0,6,10,41
4508,2,1.0,0.5,1.0,74.0,5,21,107
3475,2,1.0,1.0,1.0,99.0,2,7,56
585,2,1.0,1.0,1.0,110.0,2,15,138
7015,4,0.0,1.0,1.0,65.0,2,1125,4
7242,2,0.0,1.0,1.0,40.0,5,14,4
3904,1,1.0,1.0,1.0,56.0,2,30,196
2643,1,1.0,1.0,1.0,76.0,30,365,0
2243,3,1.0,1.0,2.0,155.0,3,30,19
2539,6,2.0,1.0,3.0,135.0,7,60,3
5111,4,1.0,1.0,1.0,85.0,2,1125,9
3848,4,2.0,2.0,3.0,240.0,3,31,127
6813,2,1.0,1.0,1.0,55.0,2,15,125
3177,2,1.0,1.0,1.0,143.0,91,1125,16
5344,2,1.0,1.0,1.0,57.0,3,1125,117
6844,2,1.0,1.0,1.0,52.0,1,1125,10
2629,4,1.0,1.0,2.0,60.0,1,1125,2
3679,2,1.0,1.0,1.0,68.0,2,1125,14
901,2,1.0,1.0,1.0,59.0,2,1125,191
3873,2,0.0,1.0,1.0,80.0,14,300,65
798,4,2.0,1.0,2.0,99.0,3,25,66
2829,2,1.0,1.0,1.0,44.0,4,30,6
442,2,1.0,1.0,1.0,45.0,4,38,31
3608,2,0.0,1.0,2.0,50.0,4,120,94
3166,2,1.0,1.0,0.0,89.0,3,14,38
4552,2,1.0,1.0,1.0,50.0,7,1125,22
1169,2,1.0,1.0,1.0,60.0,8,30,50
2411,4,1.0,1.0,1.0,80.0,6,1125,21
5417,1,0.0,1.0,1.0,30.0,30,305,6
258,3,1.0,1.0,1.0,85.0,4,365,14
1305,6,3.0,2.0,3.0,290.0,1,14,96
2251,2,2.0,1.0,2.0,100.0,5,1125,18
6349,2,1.0,1.5,2.0,100.0,2,30,133
549,2,0.0,1.0,1.0,145.0,3,365,376
2903,6,3.0,2.0,4.0,395.0,4,1125,32
6538,2,1.0,1.0,1.0,149.0,5,8,0
6390,5,2.0,1.0,2.0,75.0,5,1125,0
2484,2,1.0,1.0,1.0,50.0,1,1125,1
7606,4,2.0,1.0,2.0,75.0,5,1125,0
1236,2,1.0,1.0,1.0,45.0,4,30,17
7183,2,1.0,1.0,1.0,80.0,1,1125,0
3090,3,0.0,1.0,2.0,44.0,7,1125,6
6951,1,1.0,1.0,1.0,80.0,1,1125,51
1770,2,1.0,1.0,1.0,60.0,3,30,14
3061,2,1.0,1.0,1.0,65.0,2,1125,0
5443,2,1.0,1.0,1.0,70.0,1,1125,0
1477,4,1.0,1.0,2.0,75.0,2,30,37
1757,4,1.0,1.0,2.0,95.0,2,30,1
403,2,1.0,1.0,1.0,130.0,3,365,52
6701,4,2.0,2.0,2.0,140.0,3,30,6
2650,5,2.0,2.0,4.0,120.0,7,21,3
4125,2,1.0,1.5,2.0,55.0,3,7,51
6575,2,1.0,1.0,1.0,49.0,1,1124,309
957,2,1.0,7.0,1.0,45.0,1,100,163
3428,2,1.0,1.0,1.0,99.0,5,1125,57
7691,2,1.0,1.0,2.0,65.0,6,21,4
7637,2,0.0,1.0,1.0,65.0,4,1125,114
984,2,1.0,1.0,1.0,55.0,2,15,5
7274,2,1.0,1.0,1.0,40.0,2,1125,3
2583,2,1.0,1.0,1.0,90.0,1001,1125,9
42,2,0.0,1.0,1.0,70.0,30,305,74
199,2,1.0,1.0,1.0,52.0,6,478,259
2077,3,1.0,1.0,2.0,158.0,90,365,9
4740,4,1.0,1.0,2.0,65.0,2,1125,6
6964,2,1.0,1.0,1.0,39.0,4,365,8
5586,2,1.0,1.5,1.0,130.0,6,1125,0
7186,12,6.0,2.5,7.0,406.0,2,1125,57
3978,3,0.0,0.5,2.0,55.0,3,1125,0
763,2,1.0,1.0,1.0,100.0,3,1125,40
4294,4,2.0,1.0,2.0,55.0,1,1125,50
185,3,1.0,1.0,1.0,60.0,5,30,53
4003,1,1.0,1.0,1.0,40.0,1,1125,2
3705,2,1.0,1.0,1.0,70.0,2,1125,86
1762,2,1.0,1.0,3.0,156.0,90,360,0
1359,6,2.0,1.0,3.0,140.0,2,1125,66
5468,2,1.0,1.0,1.0,80.0,5,30,11
3381,2,1.0,1.0,2.0,70.0,3,15,59
624,6,3.0,1.0,3.0,181.0,5,1124,2
3242,5,2.0,1.0,3.0,195.0,5,60,116
7904,2,0.0,1.0,1.0,43.0,2,1125,7
3050,2,0.0,1.0,1.0,65.0,40,40,13
5843,4,2.0,1.5,3.0,175.0,1,120,46
4903,2,0.0,1.0,1.0,80.0,5,70,70
3470,2,1.0,1.5,1.0,120.0,2,1125,19
7844,4,2.0,1.0,2.0,90.0,1,1125,9
2790,2,0.0,1.0,1.0,60.0,1,10,2
269,2,1.0,1.0,1.0,80.0,4,21,0
2618,4,2.0,2.0,2.0,120.0,12,45,7
4021,1,1.0,1.0,1.0,45.0,5,1125,37
6456,2,1.0,1.0,1.0,75.0,1,1125,1
388,2,1.0,1.0,1.0,72.0,1,40,1
1131,3,2.0,1.0,3.0,90.0,1,30,9
1102,2,1.0,1.0,1.0,120.0,7,120,20
526,2,1.0,1.0,2.0,45.0,15,365,8
5818,2,0.0,1.0,1.0,65.0,6,1125,7
592,8,3.0,3.0,5.0,269.0,2,30,88
2257,3,1.0,1.0,2.0,50.0,2,60,1
7483,2,1.0,1.0,1.0,42.0,3,1125,22
2728,1,1.0,1.0,1.0,50.0,1,1125,0
5407,4,1.0,1.0,2.0,65.0,5,30,5
6325,6,3.0,2.0,3.0,210.0,4,31,3
1835,4,2.0,1.0,3.0,190.0,4,21,48
5215,4,2.0,1.5,2.0,209.0,5,1123,25
6932,5,2.0,1.0,3.0,129.0,3,1125,83
2498,2,1.0,1.0,1.0,110.0,4,330,62
7486,2,1.0,1.5,1.0,70.0,1,1125,13
1478,4,1.0,1.0,2.0,95.0,1,1125,193
1103,2,1.0,1.0,1.0,90.0,5,1125,9
6373,4,2.0,1.0,2.0,150.0,1,1125,5
2127,4,2.0,2.0,2.0,125.0,2,1125,323
4688,2,1.0,1.0,1.0,75.0,5,30,7
7680,2,1.0,2.0,1.0,70.0,2,15,2
6505,4,1.0,1.0,3.0,80.0,2,1125,37
7538,2,0.0,1.0,1.0,79.0,3,25,31
3709,2,1.0,1.0,2.0,55.0,3,1125,0
4162,2,0.0,1.0,1.0,69.0,1,1125,24
2329,2,1.0,1.0,1.0,93.0,2,1125,28
2296,2,1.0,1.0,2.0,80.0,10,360,11
3767,2,1.0,1.0,1.0,70.0,1,1125,145
2734,5,2.0,1.0,3.0,160.0,4,15,23
7176,1,1.0,1.5,1.0,30.0,1,1125,3
6262,4,1.0,1.0,2.0,185.0,4,31,16
7878,2,1.0,1.0,1.0,55.0,3,1125,31
4206,2,0.0,1.0,1.0,115.0,3,1125,160
3841,4,1.0,1.0,2.0,120.0,2,1125,253
3216,4,3.0,2.0,2.0,95.0,2,1125,47
2203,4,2.0,1.0,2.0,110.0,4,30,134
697,2,1.0,1.0,1.0,99.0,8,45,52
6040,5,2.0,2.0,3.0,195.0,4,1125,14
4197,5,2.0,1.0,5.0,110.0,20,30,8
2861,2,0.0,1.0,0.0,55.0,90,1125,158
4070,6,2.0,1.5,3.0,250.0,3,1125,169
1703,2,1.0,1.0,1.0,50.0,5,1125,6
1969,3,1.0,1.0,2.0,149.0,30,1125,5
865,2,1.0,1.0,1.0,160.0,1,30,48
2345,3,2.0,1.0,2.0,30.0,4,14,0
138,5,3.0,1.5,4.0,225.0,4,21,1
3057,4,1.0,1.0,2.0,100.0,4,1125,0
5065,4,2.0,1.0,2.0,80.0,2,1125,0
1468,2,1.0,1.5,1.0,89.0,5,14,18
3481,5,2.0,1.0,4.0,95.0,2,30,30
2487,2,1.0,1.0,1.0,139.0,30,360,17
3707,4,2.0,1.0,2.0,70.0,1,1125,0
1689,5,3.0,1.5,3.0,200.0,3,60,56
2976,3,1.0,1.0,1.0,55.0,3,1125,2
6082,2,1.0,1.0,1.0,95.0,2,1125,182
7899,2,1.0,1.0,2.0,80.0,5,1125,7
7579,2,1.0,1.0,1.0,40.0,2,31,32
3988,2,0.0,1.0,1.0,55.0,2,1125,27
2828,8,3.0,1.0,3.0,260.0,1,15,135
6558,2,0.0,1.0,2.0,65.0,2,20,42
7629,2,1.0,1.0,1.0,92.0,3,1125,11
2930,3,1.0,1.5,2.0,45.0,2,30,43
1730,3,1.0,1.0,1.0,55.0,3,8,127
5544,2,1.0,1.0,2.0,65.0,1,13,3
898,4,1.0,1.0,2.0,75.0,1,30,71
5875,3,1.0,1.0,1.0,30.0,1,1125,1
7695,2,0.0,1.5,2.0,127.0,90,365,2
2459,3,1.0,1.0,1.0,80.0,2,12,4
3791,6,2.0,1.0,4.0,98.0,6,1125,2
1372,4,2.0,1.0,2.0,118.0,3,1125,7
3076,4,1.0,1.0,2.0,175.0,2,500,211
4445,2,0.0,1.0,1.0,34.0,20,50,36
2551,6,1.0,1.0,0.0,130.0,2,1125,207
3867,2,1.0,1.0,1.0,50.0,1,5,322
1037,2,1.0,1.0,1.0,80.0,10,150,0
1922,4,1.0,1.0,2.0,95.0,2,1125,52
4765,3,2.0,1.0,2.0,49.0,3,30,8
6800,5,2.0,2.0,2.0,525.0,2,1125,19
6205,4,1.0,1.0,2.0,70.0,3,14,1
1723,2,1.0,1.0,1.0,79.0,2,8,35
1404,5,3.0,3.0,5.0,200.0,6,30,5
2099,4,1.0,1.0,3.0,79.0,5,365,133
2941,2,0.0,1.0,1.0,350.0,1,1125,0
1966,2,1.0,1.0,1.0,120.0,3,15,46
3950,2,1.0,1.0,1.0,57.0,5,365,1
960,4,2.0,1.0,2.0,100.0,7,15,0
5075,6,3.0,1.5,4.0,270.0,4,45,39
3566,2,1.0,1.0,1.0,115.0,5,500,53
5237,2,1.0,1.0,1.0,54.0,5,1125,1
1156,2,2.0,1.0,3.0,70.0,1,60,0
4272,4,1.0,1.5,1.0,163.0,91,1125,7
2317,2,1.0,1.0,1.0,70.0,3,7,1
3389,2,0.0,1.0,1.0,75.0,28,1125,117
6080,3,0.0,1.0,2.0,105.0,30,300,476
5261,2,1.0,1.0,1.0,60.0,3,365,2
2086,4,1.0,1.0,2.0,99.0,3,120,83
3316,6,2.0,1.0,4.0,210.0,3,365,67
7378,4,1.0,1.0,2.0,70.0,2,1125,0
3305,4,1.0,1.0,1.0,90.0,2,31,60
1704,5,2.0,1.0,3.0,115.0,5,30,11
6811,4,1.0,1.0,2.0,91.0,5,16,5
4168,4,1.0,1.0,1.0,60.0,2,1125,3
6927,4,1.0,1.0,2.0,90.0,4,30,203
6428,2,1.0,1.0,1.0,105.0,2,500,100
4180,2,1.0,1.0,1.0,99.0,2,15,271
2740,1,1.0,1.0,1.0,90.0,30,90,5
4989,5,1.0,1.0,5.0,90.0,2,15,40
5880,3,1.0,1.0,3.0,34.0,14,30,0
4829,6,2.0,1.0,3.0,128.0,1,1125,1
2752,2,1.0,1.0,1.0,80.0,2,90,21
5406,2,1.0,1.0,1.0,53.0,4,1125,58
2349,2,1.0,0.5,0.0,41.0,1,120,468
6360,6,3.0,1.0,6.0,260.0,7,29,0
6664,4,2.0,1.0,3.0,95.0,5,1125,6
7987,4,1.0,1.0,2.0,79.0,3,1125,40
7733,8,4.0,3.0,4.0,400.0,5,28,0
5623,4,2.0,1.0,2.0,70.0,2,1125,1
5941,2,1.0,1.0,1.0,90.0,3,10,0
6536,2,0.0,1.0,1.0,60.0,2,30,0
3787,3,1.0,1.0,2.0,64.0,3,1125,15
6711,3,0.0,1.0,2.0,30.0,1,1125,12
2006,8,4.0,2.0,5.0,240.0,2,1125,40
4576,6,2.0,1.5,4.0,300.0,3,1125,153
4609,2,1.0,1.0,1.0,180.0,3,365,10
1047,2,1.0,1.0,2.0,111.0,4,305,39
696,4,1.0,1.0,3.0,75.0,2,14,4
335,4,1.0,1.0,1.0,79.0,1,60,71
262,2,1.0,1.0,1.0,60.0,1,20,27
1182,4,2.0,1.0,2.0,69.0,3,25,16
2547,2,1.0,1.0,1.0,125.0,4,40,29
3002,4,1.0,1.0,1.0,70.0,3,1125,77
7863,2,1.0,1.0,1.0,60.0,3,1125,6
7958,3,1.0,1.0,2.0,85.0,4,15,11
908,4,1.0,1.0,1.0,52.0,3,14,22
227,4,1.0,1.0,3.0,80.0,4,180,169
752,5,3.0,1.0,4.0,250.0,5,30,67
234,3,1.0,1.0,2.0,50.0,5,30,4
1379,4,1.0,1.0,1.0,79.0,5,14,89
5288,6,3.0,2.0,5.0,205.0,5,60,29
2773,1,1.0,1.0,1.0,67.0,1,1125,51
1265,4,1.0,1.0,2.0,100.0,15,365,1
7801,4,1.0,2.0,2.0,169.0,3,1125,43
2131,3,0.0,1.0,2.0,167.0,3,1125,13
3676,2,1.0,1.0,1.0,50.0,2,1125,3
4880,4,1.0,1.0,3.0,145.0,5,120,37
1624,2,1.0,1.0,1.0,125.0,5,60,17
1296,2,1.0,1.0,1.0,79.0,2,3,80
5301,6,3.0,1.0,3.0,169.0,2,1125,8
2212,4,3.0,2.0,3.0,420.0,7,60,2
7359,4,2.0,1.0,2.0,100.0,2,7,1
7941,5,3.0,2.0,3.0,438.0,1,1125,2
2047,3,1.0,1.0,2.0,75.0,1,1125,1
2902,3,0.0,1.0,2.0,70.0,5,1125,34
276,4,2.0,2.0,2.0,130.0,3,14,128
2954,2,1.0,1.0,1.0,82.0,2,1125,43
3115,4,1.0,1.0,2.0,95.0,6,300,188
2034,4,2.0,1.0,2.0,130.0,5,28,59
4919,4,1.0,1.0,2.0,130.0,3,1125,164
1458,4,2.0,1.0,2.0,140.0,5,10,0
3861,4,2.0,2.0,3.0,60.0,2,1125,1
1829,2,1.0,1.0,1.0,100.0,2,10,18
3853,2,1.0,1.0,1.0,50.0,1,1125,1
610,2,1.0,1.0,1.0,30.0,4,90,14
5514,4,1.0,1.0,3.0,60.0,4,20,14
6614,4,1.0,1.0,2.0,190.0,14,30,24
64,2,1.0,1.0,1.0,88.0,30,305,67
3290,2,0.0,1.0,1.0,75.0,6,12,64
1743,2,1.0,1.0,1.0,132.0,3,1125,32
4590,5,2.0,1.0,3.0,90.0,2,30,30
1842,4,1.0,1.0,1.0,175.0,5,60,123
4126,6,4.0,3.5,4.0,650.0,4,1125,31
3202,2,1.0,1.0,1.0,59.0,2,365,34
2871,2,1.0,1.5,1.0,120.0,3,30,30
7669,2,1.0,1.0,1.0,80.0,2,10,26
608,2,1.0,1.0,1.0,75.0,2,1125,36
4671,3,0.0,1.0,2.0,70.0,2,8,72
2229,2,1.0,1.0,1.0,99.0,3,14,104
3172,2,0.0,1.0,1.0,57.0,15,90,46
3309,4,1.0,1.0,2.0,119.0,1,1125,39
726,2,1.0,1.0,1.0,95.0,6,365,104
3627,2,1.0,1.0,2.0,98.0,3,1125,14
391,4,3.0,1.0,3.0,150.0,5,60,5
5882,2,1.0,1.0,1.0,40.0,2,1125,28
6842,7,2.0,1.0,4.0,137.0,6,1125,10
5247,6,3.0,2.5,5.0,360.0,7,21,0
1567,2,1.0,1.0,1.0,94.0,2,1125,4
7605,3,1.0,1.0,1.0,90.0,1,1125,0
2041,4,2.0,1.5,2.0,140.0,2,1124,55
4071,4,1.0,1.0,2.0,55.0,3,1125,5
6922,2,1.0,1.0,1.0,60.0,2,14,2
792,4,2.0,1.0,3.0,90.0,3,15,48
2968,3,1.0,1.0,2.0,60.0,6,20,0
6252,2,1.0,1.0,1.0,66.0,5,1125,30
3208,4,1.0,1.0,2.0,89.0,2,35,270
5924,2,0.0,0.5,1.0,40.0,3,31,63
1568,4,1.0,1.0,3.0,98.0,2,14,81
3054,6,2.0,1.0,0.0,125.0,2,1125,127
2769,4,2.0,1.0,3.0,110.0,14,60,0
6493,2,2.0,1.0,1.0,62.0,92,365,153
6039,2,0.0,1.0,1.0,75.0,5,31,25
7134,6,3.0,1.0,3.0,200.0,6,14,0
4831,4,1.0,1.0,3.0,50.0,4,30,21
2935,4,1.0,1.0,2.0,84.0,3,365,76
2737,2,1.0,1.0,1.0,73.0,30,1125,30
1781,2,1.0,1.0,1.0,100.0,2,30,229
874,5,1.0,1.0,1.0,80.0,1,730,295
4155,4,2.0,2.0,3.0,300.0,4,1125,60
4853,4,0.0,1.0,2.0,85.0,2,1125,229
3812,2,0.0,1.0,1.0,140.0,3,60,12
6583,3,1.0,1.0,2.0,70.0,3,1125,0
3017,2,1.0,1.0,1.0,46.0,3,1125,32
2963,1,1.0,1.0,1.0,41.0,5,1125,0
3195,3,3.0,1.0,3.0,120.0,5,1125,5
646,4,2.0,1.0,2.0,160.0,4,180,52
699,2,1.0,1.0,1.0,120.0,3,14,52
5940,6,4.0,1.0,3.0,179.0,2,30,43
7963,1,0.0,1.0,1.0,60.0,4,1125,12
2067,2,1.0,1.0,1.0,80.0,3,15,94
2472,4,1.0,1.0,3.0,99.0,5,82,46
1308,3,1.0,1.0,2.0,165.0,30,1125,28
6480,2,1.0,1.0,1.0,90.0,5,1125,45
5457,4,1.0,1.0,2.0,85.0,2,1125,3
3900,4,2.0,1.0,2.0,160.0,3,1125,9
7021,4,2.0,1.5,2.0,149.0,6,1125,198
5528,4,2.0,1.0,2.0,150.0,3,30,9
791,2,1.0,1.0,1.0,80.0,2,10,106
2046,5,2.0,1.0,3.0,102.0,3,1125,162
3678,2,0.0,1.0,1.0,100.0,30,300,54
5340,4,0.0,1.0,1.0,37.0,3,1125,12
1083,3,1.0,1.0,2.0,150.0,2,60,202
6991,2,0.0,1.0,1.0,150.0,2,30,25
3606,2,0.0,1.0,1.0,110.0,5,31,13
3766,3,1.0,1.5,1.0,127.0,91,1125,1
2314,4,1.0,1.0,3.0,135.0,2,15,13
4278,6,2.0,2.0,2.0,310.0,2,90,59
4601,3,0.0,1.0,1.0,89.0,1,1000,406
6145,4,2.0,1.0,2.0,180.0,1,21,0
7157,4,2.0,1.0,2.0,150.0,4,1125,23
2566,2,1.0,1.0,1.0,130.0,3,100,98
6463,3,0.0,1.0,2.0,40.0,2,1125,3
2368,1,1.0,0.5,1.0,38.0,30,305,12
6441,4,1.0,1.0,1.0,95.0,3,30,13
2350,5,3.0,1.0,4.0,120.0,5,1125,1
5977,2,0.0,1.0,1.0,65.0,4,30,15
3311,2,1.0,1.0,1.0,103.0,5,1125,101
2204,4,1.0,1.0,1.0,55.0,2,1125,13
5292,4,1.0,1.0,2.0,60.0,1,1125,1
570,2,1.0,1.0,1.0,40.0,2,7,1
2687,3,2.0,1.5,2.0,135.0,3,15,3
2183,2,2.0,1.0,1.0,120.0,4,1125,7
5738,4,1.0,1.0,2.0,80.0,6,30,4
4209,2,1.0,1.0,1.0,95.0,1,1125,227
1725,2,1.0,1.0,1.0,54.0,3,100,17
4640,2,0.0,1.0,1.0,50.0,4,1125,14
5143,2,0.0,1.0,1.0,42.0,4,1125,14
